# Unnamed: 0_level_1,Tanggal Unnamed: 1_level_1,Komoditas Bawang Merah Bawang Putih Bonggol Beras Medium Beras premium Beras SPHP Brokoli Cabe Merah Besar Cabe Merah Keriting Cabe Rawit Merah Daging Ayam Ras Daging Sapi Murni Gula Pasir Konsumsi Jagung Pipilan Kering Kacang Panjang Kedelai Biji Kering (Impor) Minyak Goreng Kemasan Pakcoy Sawi Putih Telur Ayam Ras Tepung Terigu Kemasan Terong Timun Tomat Wortel,Harga (Rp/Kg) Unnamed: 3_level_1
5789,2023-02-20,Telur Ayam Ras,27000
5790,2023-02-20,Daging Sapi Murni,130000
5791,2023-02-20,Bawang Merah,26000
5792,2023-02-20,Cabe Merah Keriting,45000
5793,2023-02-20,Cabe Merah Besar,40000
5794,2023-02-20,Jagung Pipilan Kering,7000
5795,2023-02-20,Kedelai Biji Kering (Impor),15000
5796,2023-02-20,Bawang Putih Kating,30000
5797,2023-02-20,Terigu,10000
5798,2023-02-20,Ubi Jalar,5000
5799,2023-02-20,Bawang Putih Bonggol,25000
5800,2023-02-20,Cabe Rawit Merah,55000
5801,2023-02-20,Beras premium,12000
5802,2023-02-20,Minyak Goreng Curah,14000
5803,2023-02-16,Beras Medium,11500
5804,2023-02-16,Beras Termurah,9400
5805,2023-02-16,Gula Pasir Konsumsi,13500
5806,2023-02-16,Minyak Goreng Kemasan,15000
5807,2023-02-16,Daging Ayam Ras,33000
5808,2023-02-16,Telur Ayam Ras,27000
5809,2023-02-16,Daging Sapi Murni,130000
5810,2023-02-16,Bawang Merah,29000
5811,2023-02-16,Cabe Merah Keriting,45000
5812,2023-02-16,Cabe Merah Besar,40000
5813,2023-02-16,Jagung Pipilan Kering,7000
5814,2023-02-16,Kedelai Biji Kering (Impor),15000
5815,2023-02-16,Bawang Putih Kating,28000
5816,2023-02-16,Terigu,10000
5817,2023-02-16,Ubi Jalar,5000
5818,2023-02-16,Bawang Putih Bonggol,24000
5819,2023-02-16,Cabe Rawit Merah,60000
5820,2023-02-16,Beras premium,12000
5821,2023-02-16,Minyak Goreng Curah,14000
5822,2023-02-13,Beras Medium,11500
5823,2023-02-13,Beras Termurah,9400
5824,2023-02-13,Gula Pasir Konsumsi,13500
5825,2023-02-13,Minyak Goreng Kemasan,15000
5826,2023-02-13,Daging Ayam Ras,33000
5827,2023-02-13,Telur Ayam Ras,27000
5828,2023-02-13,Daging Sapi Murni,130000
5829,2023-02-13,Bawang Merah,34000
5830,2023-02-13,Cabe Merah Keriting,35000
5831,2023-02-13,Cabe Merah Besar,40000
5832,2023-02-13,Jagung Pipilan Kering,7000
5833,2023-02-13,Kedelai Biji Kering (Impor),15000
5834,2023-02-13,Bawang Putih Kating,28000
5835,2023-02-13,Terigu,10000
5836,2023-02-13,Ubi Jalar,5000
5837,2023-02-13,Bawang Putih Bonggol,24000
5838,2023-02-13,Cabe Rawit Merah,55000
5839,2023-02-13,Beras premium,12000
5840,2023-02-13,Minyak Goreng Curah,14000
5841,2023-02-09,Beras Medium,11500
5842,2023-02-09,Beras Termurah,9400
5843,2023-02-09,Gula Pasir Konsumsi,13500
5844,2023-02-09,Minyak Goreng Kemasan,18000
5845,2023-02-09,Daging Ayam Ras,33000
5846,2023-02-09,Telur Ayam Ras,28000
5847,2023-02-09,Daging Sapi Murni,130000
5848,2023-02-09,Bawang Merah,36000
5849,2023-02-09,Cabe Merah Keriting,40000
5850,2023-02-09,Cabe Merah Besar,40000
5851,2023-02-09,Jagung Pipilan Kering,7000
5852,2023-02-09,Kedelai Biji Kering (Impor),15000
5853,2023-02-09,Bawang Putih Kating,28000
5854,2023-02-09,Terigu,10000
5855,2023-02-09,Ubi Jalar,5000
5856,2023-02-09,Bawang Putih Bonggol,24000
5857,2023-02-09,Cabe Rawit Merah,55000
5858,2023-02-09,Beras premium,12000
5859,2023-02-09,Minyak Goreng Curah,15000
5860,2023-02-06,Beras Medium,11500
5861,2023-02-06,Beras Termurah,9400
5862,2023-02-06,Gula Pasir Konsumsi,13500
5863,2023-02-06,Minyak Goreng Kemasan,18000
5864,2023-02-06,Daging Ayam Ras,31000
5865,2023-02-06,Telur Ayam Ras,27000
5866,2023-02-06,Daging Sapi Murni,130000
5867,2023-02-06,Bawang Merah,37000
5868,2023-02-06,Cabe Merah Keriting,40000
5869,2023-02-06,Cabe Merah Besar,35000
5870,2023-02-06,Jagung Pipilan Kering,7000
5871,2023-02-06,Kedelai Biji Kering (Impor),15000
5872,2023-02-06,Bawang Putih Kating,28000
5873,2023-02-06,Terigu,10000
5874,2023-02-06,Ubi Jalar,5000
5875,2023-02-06,Bawang Putih Bonggol,23000
5876,2023-02-06,Cabe Rawit Merah,50000
5877,2023-02-06,Beras premium,12000
5878,2023-02-06,Minyak Goreng Curah,15000
5879,2023-02-02,Beras Medium,11500
5880,2023-02-02,Beras Termurah,9400
5881,2023-02-02,Gula Pasir Konsumsi,13500
5882,2023-02-02,Minyak Goreng Kemasan,18000
5883,2023-02-02,Daging Ayam Ras,31000
5884,2023-02-02,Telur Ayam Ras,27000
5885,2023-02-02,Daging Sapi Murni,130000
5886,2023-02-02,Bawang Merah,37000
5887,2023-02-02,Cabe Merah Keriting,40000
5888,2023-02-02,Cabe Merah Besar,35000
5889,2023-02-02,Jagung Pipilan Kering,7000
5890,2023-02-02,Kedelai Biji Kering (Impor),15000
5891,2023-02-02,Bawang Putih Kating,27000
5892,2023-02-02,Terigu,10000
5893,2023-02-02,Ubi Jalar,5000
5894,2023-02-02,Bawang Putih Bonggol,23000
5895,2023-02-02,Cabe Rawit Merah,50000
5896,2023-02-02,Beras premium,12000
5897,2023-02-02,Minyak Goreng Curah,15000
5898,2023-01-30,Beras Medium,11000
5899,2023-01-30,Beras Termurah,9400
5900,2023-01-30,Gula Pasir Konsumsi,13500
5901,2023-01-30,Minyak Goreng Kemasan,16500
5902,2023-01-30,Daging Ayam Ras,31000
5903,2023-01-30,Telur Ayam Ras,27000
5904,2023-01-30,Daging Sapi Murni,130000
5905,2023-01-30,Bawang Merah,35000
5906,2023-01-30,Cabe Merah Keriting,35000
5907,2023-01-30,Cabe Merah Besar,35000
5908,2023-01-30,Jagung Pipilan Kering,7000
5909,2023-01-30,Kedelai Biji Kering (Impor),15000
5910,2023-01-30,Bawang Putih Kating,25000
5911,2023-01-30,Terigu,10000
5912,2023-01-30,Ubi Jalar,5000
5913,2023-01-30,Bawang Putih Bonggol,23000
5914,2023-01-30,Cabe Rawit Merah,40000
5915,2023-01-30,Beras premium,11500
5916,2023-01-30,Minyak Goreng Curah,15000
5917,2023-01-26,Beras Medium,11000
5918,2023-01-26,Beras Termurah,9400
5919,2023-01-26,Gula Pasir Konsumsi,13500
5920,2023-01-26,Minyak Goreng Kemasan,16500
5921,2023-01-26,Daging Ayam Ras,31000
5922,2023-01-26,Telur Ayam Ras,27000
5923,2023-01-26,Daging Sapi Murni,130000
5924,2023-01-26,Bawang Merah,35000
5925,2023-01-26,Cabe Merah Keriting,35000
5926,2023-01-26,Cabe Merah Besar,35000
5927,2023-01-26,Jagung Pipilan Kering,7000
5928,2023-01-26,Kedelai Biji Kering (Impor),15000
5929,2023-01-26,Bawang Putih Kating,25000
5930,2023-01-26,Terigu,10000
5931,2023-01-26,Ubi Jalar,5000
5932,2023-01-26,Bawang Putih Bonggol,23000
5933,2023-01-26,Cabe Rawit Merah,50000
5934,2023-01-26,Beras premium,11500
5935,2023-01-26,Minyak Goreng Curah,15000
5936,2023-01-19,Beras Medium,11000
5937,2023-01-19,Beras Termurah,9400
5938,2023-01-19,Gula Pasir Konsumsi,13500
5939,2023-01-19,Minyak Goreng Kemasan,18000
5940,2023-01-19,Daging Ayam Ras,32000
5941,2023-01-19,Telur Ayam Ras,28000
5942,2023-01-19,Daging Sapi Murni,130000
5943,2023-01-19,Bawang Merah,35000
5944,2023-01-19,Cabe Merah Keriting,35000
5945,2023-01-19,Cabe Merah Besar,35000
5946,2023-01-19,Jagung Pipilan Kering,7000
5947,2023-01-19,Kedelai Biji Kering (Impor),15000
5948,2023-01-19,Bawang Putih Kating,25000
5949,2023-01-19,Terigu,10000
5950,2023-01-19,Ubi Jalar,5000
5951,2023-01-19,Bawang Putih Bonggol,23000
5952,2023-01-19,Cabe Rawit Merah,45000
5953,2023-01-19,Beras premium,11500
5954,2023-01-19,Minyak Goreng Curah,15000
5955,2023-01-16,Beras Medium,11000
5956,2023-01-16,Beras Termurah,9400
5957,2023-01-16,Gula Pasir Konsumsi,13500
5958,2023-01-16,Minyak Goreng Kemasan,15000
5959,2023-01-16,Daging Ayam Ras,32000
5960,2023-01-16,Telur Ayam Ras,27500
5961,2023-01-16,Daging Sapi Murni,130000
5962,2023-01-16,Bawang Merah,35000
5963,2023-01-16,Cabe Merah Keriting,35000
5964,2023-01-16,Cabe Merah Besar,35000
5965,2023-01-16,Jagung Pipilan Kering,7000
5966,2023-01-16,Kedelai Biji Kering (Impor),15000
5967,2023-01-16,Bawang Putih Kating,25000
5968,2023-01-16,Terigu,10000
5969,2023-01-16,Ubi Jalar,5000
5970,2023-01-16,Bawang Putih Bonggol,23000
5971,2023-01-16,Cabe Rawit Merah,45000
5972,2023-01-16,Beras premium,11500
5973,2023-01-16,Minyak Goreng Curah,15000
5974,2023-01-12,Beras Medium,11000
5975,2023-01-12,Beras Termurah,9400
5976,2023-01-12,Gula Pasir Konsumsi,13500
5977,2023-01-12,Minyak Goreng Kemasan,15000
5978,2023-01-12,Daging Ayam Ras,32000
5979,2023-01-12,Telur Ayam Ras,28000
5980,2023-01-12,Daging Sapi Murni,130000
5981,2023-01-12,Bawang Merah,29000
5982,2023-01-12,Cabe Merah Keriting,38000
5983,2023-01-12,Cabe Merah Besar,35000
5984,2023-01-12,Jagung Pipilan Kering,7000
5985,2023-01-12,Kedelai Biji Kering (Impor),15000
5986,2023-01-12,Bawang Putih Kating,24000
5987,2023-01-12,Terigu,10000
5988,2023-01-12,Ubi Jalar,5000
5989,2023-01-12,Bawang Putih Bonggol,22000
5990,2023-01-12,Cabe Rawit Merah,40000
5991,2023-01-12,Beras premium,11500
5992,2023-01-12,Minyak Goreng Curah,14500
5993,2023-01-09,Beras Medium,11000
5994,2023-01-09,Beras Termurah,9500
5995,2023-01-09,Gula Pasir Konsumsi,13500
5996,2023-01-09,Minyak Goreng Kemasan,15000
5997,2023-01-09,Daging Ayam Ras,34000
5998,2023-01-09,Telur Ayam Ras,27000
5999,2023-01-09,Daging Sapi Murni,130000
6000,2023-01-09,Bawang Merah,28000
6001,2023-01-09,Cabe Merah Keriting,40000
6002,2023-01-09,Cabe Merah Besar,30000
6003,2023-01-09,Jagung Pipilan Kering,7000
6004,2023-01-09,Kedelai Biji Kering (Impor),15000
6005,2023-01-09,Bawang Putih Kating,22000
6006,2023-01-09,Terigu,10000
6007,2023-01-09,Ubi Jalar,5000
6008,2023-01-09,Bawang Putih Bonggol,18000
6009,2023-01-09,Cabe Rawit Merah,55000
6010,2023-01-09,Beras premium,11500
6011,2023-01-09,Minyak Goreng Curah,14500
6012,2023-01-05,Beras Medium,11000
6013,2023-01-05,Beras Termurah,9500
6014,2023-01-05,Gula Pasir Konsumsi,13500
6015,2023-01-05,Minyak Goreng Kemasan,15000
6016,2023-01-05,Daging Ayam Ras,34000
6017,2023-01-05,Telur Ayam Ras,27000
6018,2023-01-05,Daging Sapi Murni,130000
6019,2023-01-05,Bawang Merah,28000
6020,2023-01-05,Cabe Merah Keriting,40000
6021,2023-01-05,Cabe Merah Besar,35000
6022,2023-01-05,Jagung Pipilan Kering,7000
6023,2023-01-05,Kedelai Biji Kering (Impor),15000
6024,2023-01-05,Bawang Putih Kating,22000
6025,2023-01-05,Terigu,10000
6026,2023-01-05,Ubi Jalar,5000
6027,2023-01-05,Bawang Putih Bonggol,18000
6028,2023-01-05,Cabe Rawit Merah,55000
6029,2023-01-05,Beras premium,11500
6030,2023-01-05,Minyak Goreng Curah,14500
6031,2023-01-02,Beras Medium,11000
6032,2023-01-02,Beras Termurah,9500
6033,2023-01-02,Gula Pasir Konsumsi,13500
6034,2023-01-02,Minyak Goreng Kemasan,15000
6035,2023-01-02,Daging Ayam Ras,34000
6036,2023-01-02,Telur Ayam Ras,28000
6037,2023-01-02,Daging Sapi Murni,130000
6038,2023-01-02,Bawang Merah,28000
6039,2023-01-02,Cabe Merah Keriting,40000
6040,2023-01-02,Cabe Merah Besar,35000
6041,2023-01-02,Jagung Pipilan Kering,7000
6042,2023-01-02,Kedelai Biji Kering (Impor),15000
6043,2023-01-02,Bawang Putih Kating,22000
6044,2023-01-02,Terigu,10000
6045,2023-01-02,Ubi Jalar,5000
6046,2023-01-02,Bawang Putih Bonggol,18000
6047,2023-01-02,Cabe Rawit Merah,65000
6048,2023-01-02,Beras premium,11500
6049,2023-01-02,Minyak Goreng Curah,14500
6050,2022-12-29,Beras Medium,11000
6051,2022-12-29,Beras Termurah,9500
6052,2022-12-29,Gula Pasir Konsumsi,13500
6053,2022-12-29,Minyak Goreng Kemasan,14000
6054,2022-12-29,Daging Ayam Ras,35000
6055,2022-12-29,Telur Ayam Ras,29000
6056,2022-12-29,Daging Sapi Murni,130000
6057,2022-12-29,Bawang Merah,26000
6058,2022-12-29,Cabe Merah Keriting,35000
6059,2022-12-29,Cabe Merah Besar,35000
6060,2022-12-29,Jagung Pipilan Kering,7000
6061,2022-12-29,Kedelai Biji Kering (Impor),15000
6062,2022-12-29,Bawang Putih Kating,22000
6063,2022-12-29,Terigu,10000
6064,2022-12-29,Ubi Jalar,5000
6065,2022-12-29,Bawang Putih Bonggol,18000
6066,2022-12-29,Cabe Rawit Merah,45000
6067,2022-12-29,Beras premium,11500
6068,2022-12-29,Minyak Goreng Curah,15000
6069,2022-12-19,Beras Medium,11000
6070,2022-12-19,Beras Termurah,9500
6071,2022-12-19,Gula Pasir Konsumsi,13500
6072,2022-12-19,Minyak Goreng Kemasan,14000
6073,2022-12-19,Daging Ayam Ras,34000
6074,2022-12-19,Telur Ayam Ras,29000
6075,2022-12-19,Daging Sapi Murni,130000
6076,2022-12-19,Bawang Merah,26000
6077,2022-12-19,Cabe Merah Keriting,30000
6078,2022-12-19,Cabe Merah Besar,35000
6079,2022-12-19,Jagung Pipilan Kering,7000
6080,2022-12-19,Kedelai Biji Kering (Impor),15000
6081,2022-12-19,Bawang Putih Kating,22000
6082,2022-12-19,Terigu,10000
6083,2022-12-19,Ubi Jalar,5000
6084,2022-12-19,Bawang Putih Bonggol,18000
6085,2022-12-19,Cabe Rawit Merah,35000
6086,2022-12-19,Beras premium,11500
6087,2022-12-19,Minyak Goreng Curah,14000
6088,2022-12-15,Beras Medium,11000
6089,2022-12-15,Beras Termurah,9500
6090,2022-12-15,Gula Pasir Konsumsi,13500
6091,2022-12-15,Minyak Goreng Kemasan,14000
6092,2022-12-15,Daging Ayam Ras,34000
6093,2022-12-15,Telur Ayam Ras,29000
6094,2022-12-15,Daging Sapi Murni,130000
6095,2022-12-15,Bawang Merah,26000
6096,2022-12-15,Cabe Merah Keriting,30000
6097,2022-12-15,Cabe Merah Besar,35000
6098,2022-12-15,Jagung Pipilan Kering,7000
6099,2022-12-15,Kedelai Biji Kering (Impor),15000
6100,2022-12-15,Bawang Putih Kating,22000
6101,2022-12-15,Terigu,10000
6102,2022-12-15,Ubi Jalar,5000
6103,2022-12-15,Bawang Putih Bonggol,18000
6104,2022-12-15,Cabe Rawit Merah,35000
6105,2022-12-15,Beras premium,11500
6106,2022-12-15,Minyak Goreng Curah,14000
6107,2022-12-12,Beras Medium,11000
6108,2022-12-12,Beras Termurah,9500
6109,2022-12-12,Gula Pasir Konsumsi,13500
6110,2022-12-12,Minyak Goreng Kemasan,14000
6111,2022-12-12,Daging Ayam Ras,33000
6112,2022-12-12,Telur Ayam Ras,30000
6113,2022-12-12,Daging Sapi Murni,130000
6114,2022-12-12,Bawang Merah,26000
6115,2022-12-12,Cabe Merah Keriting,35000
6116,2022-12-12,Cabe Merah Besar,40000
6117,2022-12-12,Jagung Pipilan Kering,7000
6118,2022-12-12,Kedelai Biji Kering (Impor),15000
6119,2022-12-12,Bawang Putih Kating,22000
6120,2022-12-12,Terigu,10000
6121,2022-12-12,Ubi Jalar,5000
6122,2022-12-12,Bawang Putih Bonggol,18000
6123,2022-12-12,Cabe Rawit Merah,40000
6124,2022-12-12,Beras premium,11500
6125,2022-12-12,Minyak Goreng Curah,14000
6126,2022-12-08,Beras Medium,11000
6127,2022-12-08,Beras Termurah,9500
6128,2022-12-08,Gula Pasir Konsumsi,13500
6129,2022-12-08,Minyak Goreng Kemasan,14000
6130,2022-12-08,Daging Ayam Ras,33000
6131,2022-12-08,Telur Ayam Ras,30000
6132,2022-12-08,Daging Sapi Murni,130000
6133,2022-12-08,Bawang Merah,28000
6134,2022-12-08,Cabe Merah Keriting,30000
6135,2022-12-08,Cabe Merah Besar,30000
6136,2022-12-08,Jagung Pipilan Kering,7000
6137,2022-12-08,Kedelai Biji Kering (Impor),15000
6138,2022-12-08,Bawang Putih Kating,22000
6139,2022-12-08,Terigu,10000
6140,2022-12-08,Ubi Jalar,5000
6141,2022-12-08,Bawang Putih Bonggol,18000
6142,2022-12-08,Cabe Rawit Merah,40000
6143,2022-12-08,Beras premium,11500
6144,2022-12-08,Minyak Goreng Curah,14000
6145,2022-12-05,Beras Medium,9500
6146,2022-12-05,Beras Termurah,9000
6147,2022-12-05,Gula Pasir Konsumsi,13500
6148,2022-12-05,Minyak Goreng Kemasan,14000
6149,2022-12-05,Daging Ayam Ras,33000
6150,2022-12-05,Telur Ayam Ras,30000
6151,2022-12-05,Daging Sapi Murni,130000
6152,2022-12-05,Bawang Merah,28000
6153,2022-12-05,Cabe Merah Keriting,25000
6154,2022-12-05,Cabe Merah Besar,30000
6155,2022-12-05,Jagung Pipilan Kering,7000
6156,2022-12-05,Kedelai Biji Kering (Impor),15000
6157,2022-12-05,Bawang Putih Kating,22000
6158,2022-12-05,Terigu,10000
6159,2022-12-05,Ubi Jalar,5000
6160,2022-12-05,Bawang Putih Bonggol,18000
6161,2022-12-05,Cabe Rawit Merah,35000
6162,2022-12-05,Beras premium,10500
6163,2022-12-05,Minyak Goreng Curah,14000
6164,2022-11-28,Beras Medium,9500
6165,2022-11-28,Beras Termurah,9000
6166,2022-11-28,Gula Pasir Konsumsi,13500
6167,2022-11-28,Minyak Goreng Kemasan,14000
6168,2022-11-28,Daging Ayam Ras,33000
6169,2022-11-28,Telur Ayam Ras,31000
6170,2022-11-28,Daging Sapi Murni,130000
6171,2022-11-28,Bawang Merah,26000
6172,2022-11-28,Cabe Merah Keriting,25000
6173,2022-11-28,Cabe Merah Besar,30000
6174,2022-11-28,Jagung Pipilan Kering,7000
6175,2022-11-28,Kedelai Biji Kering (Impor),15000
6176,2022-11-28,Bawang Putih Kating,22000
6177,2022-11-28,Terigu,10000
6178,2022-11-28,Ubi Jalar,5000
6179,2022-11-28,Bawang Putih Bonggol,18000
6180,2022-11-28,Cabe Rawit Merah,25000
6181,2022-11-28,Beras premium,10500
6182,2022-11-28,Minyak Goreng Curah,13500
6183,2022-11-24,Beras Medium,9500
6184,2022-11-24,Beras Termurah,9000
6185,2022-11-24,Gula Pasir Konsumsi,13000
6186,2022-11-24,Minyak Goreng Kemasan,14000
6187,2022-11-24,Daging Ayam Ras,33000
6188,2022-11-24,Telur Ayam Ras,29000
6189,2022-11-24,Daging Sapi Murni,130000
6190,2022-11-24,Bawang Merah,26000
6191,2022-11-24,Cabe Merah Keriting,30000
6192,2022-11-24,Cabe Merah Besar,35000
6193,2022-11-24,Jagung Pipilan Kering,7000
6194,2022-11-24,Kedelai Biji Kering (Impor),15000
6195,2022-11-24,Bawang Putih Kating,22000
6196,2022-11-24,Terigu,10000
6197,2022-11-24,Ubi Jalar,5000
6198,2022-11-24,Bawang Putih Bonggol,18000
6199,2022-11-24,Cabe Rawit Merah,25000
6200,2022-11-24,Beras premium,10500
6201,2022-11-24,Minyak Goreng Curah,13500
6202,2022-11-21,Beras Medium,9500
6203,2022-11-21,Beras Termurah,9000
6204,2022-11-21,Gula Pasir Konsumsi,13000
6205,2022-11-21,Minyak Goreng Kemasan,14000
6206,2022-11-21,Daging Ayam Ras,33000
6207,2022-11-21,Telur Ayam Ras,28000
6208,2022-11-21,Daging Sapi Murni,130000
6209,2022-11-21,Bawang Merah,26000
6210,2022-11-21,Cabe Merah Keriting,30000
6211,2022-11-21,Cabe Merah Besar,35000
6212,2022-11-21,Jagung Pipilan Kering,7000
6213,2022-11-21,Kedelai Biji Kering (Impor),15000
6214,2022-11-21,Bawang Putih Kating,23000
6215,2022-11-21,Terigu,10000
6216,2022-11-21,Ubi Jalar,5000
6217,2022-11-21,Bawang Putih Bonggol,18000
6218,2022-11-21,Cabe Rawit Merah,35000
6219,2022-11-21,Beras premium,10500
6220,2022-11-21,Minyak Goreng Curah,13500
6221,2022-11-17,Beras Medium,9500
6222,2022-11-17,Beras Termurah,9000
6223,2022-11-17,Gula Pasir Konsumsi,13000
6224,2022-11-17,Minyak Goreng Kemasan,14000
6225,2022-11-17,Daging Ayam Ras,33000
6226,2022-11-17,Telur Ayam Ras,28000
6227,2022-11-17,Daging Sapi Murni,130000
6228,2022-11-17,Bawang Merah,26000
6229,2022-11-17,Cabe Merah Keriting,22000
6230,2022-11-17,Cabe Merah Besar,30000
6231,2022-11-17,Jagung Pipilan Kering,7000
6232,2022-11-17,Kedelai Biji Kering (Impor),15000
6233,2022-11-17,Bawang Putih Kating,23000
6234,2022-11-17,Terigu,10000
6235,2022-11-17,Ubi Jalar,5000
6236,2022-11-17,Bawang Putih Bonggol,18000
6237,2022-11-17,Cabe Rawit Merah,25000
6238,2022-11-17,Beras premium,10500
6239,2022-11-17,Minyak Goreng Curah,13500
6240,2022-11-14,Beras Medium,9500
6241,2022-11-14,Beras Termurah,9000
6242,2022-11-14,Gula Pasir Konsumsi,13000
6243,2022-11-14,Minyak Goreng Kemasan,14000
6244,2022-11-14,Daging Ayam Ras,32000
6245,2022-11-14,Telur Ayam Ras,28000
6246,2022-11-14,Daging Sapi Murni,130000
6247,2022-11-14,Bawang Merah,26000
6248,2022-11-14,Cabe Merah Keriting,27000
6249,2022-11-14,Cabe Merah Besar,35000
6250,2022-11-14,Jagung Pipilan Kering,7000
6251,2022-11-14,Kedelai Biji Kering (Impor),15000
6252,2022-11-14,Bawang Putih Kating,23000
6253,2022-11-14,Terigu,10000
6254,2022-11-14,Ubi Jalar,5000
6255,2022-11-14,Bawang Putih Bonggol,18000
6256,2022-11-14,Cabe Rawit Merah,27000
6257,2022-11-14,Beras premium,10500
6258,2022-11-14,Minyak Goreng Curah,13000
6259,2022-11-10,Beras Medium,9500
6260,2022-11-10,Beras Termurah,9000
6261,2022-11-10,Gula Pasir Konsumsi,13000
6262,2022-11-10,Minyak Goreng Kemasan,14000
6263,2022-11-10,Daging Ayam Ras,32000
6264,2022-11-10,Telur Ayam Ras,27000
6265,2022-11-10,Daging Sapi Murni,130000
6266,2022-11-10,Bawang Merah,26000
6267,2022-11-10,Cabe Merah Keriting,20000
6268,2022-11-10,Cabe Merah Besar,30000
6269,2022-11-10,Jagung Pipilan Kering,7000
6270,2022-11-10,Kedelai Biji Kering (Impor),15000
6271,2022-11-10,Bawang Putih Kating,23000
6272,2022-11-10,Terigu,10000
6273,2022-11-10,Ubi Jalar,5000
6274,2022-11-10,Bawang Putih Bonggol,18000
6275,2022-11-10,Cabe Rawit Merah,25000
6276,2022-11-10,Beras premium,10500
6277,2022-11-10,Minyak Goreng Curah,13000
6278,2022-11-07,Beras Medium,9500
6279,2022-11-07,Beras Termurah,9000
6280,2022-11-07,Gula Pasir Konsumsi,13000
6281,2022-11-07,Minyak Goreng Kemasan,14000
6282,2022-11-07,Daging Ayam Ras,32000
6283,2022-11-07,Telur Ayam Ras,26000
6284,2022-11-07,Daging Sapi Murni,130000
6285,2022-11-07,Bawang Merah,26000
6286,2022-11-07,Cabe Merah Keriting,20000
6287,2022-11-07,Cabe Merah Besar,30000
6288,2022-11-07,Jagung Pipilan Kering,7000
6289,2022-11-07,Kedelai Biji Kering (Impor),15000
6290,2022-11-07,Bawang Putih Kating,23000
6291,2022-11-07,Terigu,10000
6292,2022-11-07,Ubi Jalar,5000
6293,2022-11-07,Bawang Putih Bonggol,18000
6294,2022-11-07,Cabe Rawit Merah,25000
6295,2022-11-07,Beras premium,10500
6296,2022-11-07,Minyak Goreng Curah,13500
6297,2022-11-03,Beras Medium,9500
6298,2022-11-03,Beras Termurah,9000
6299,2022-11-03,Gula Pasir Konsumsi,13000
6300,2022-11-03,Minyak Goreng Kemasan,13500
6301,2022-11-03,Daging Ayam Ras,33000
6302,2022-11-03,Telur Ayam Ras,26000
6303,2022-11-03,Daging Sapi Murni,130000
6304,2022-11-03,Bawang Merah,26000
6305,2022-11-03,Cabe Merah Keriting,30000
6306,2022-11-03,Cabe Merah Besar,30000
6307,2022-11-03,Jagung Pipilan Kering,7000
6308,2022-11-03,Kedelai Biji Kering (Impor),15000
6309,2022-11-03,Bawang Putih Kating,23000
6310,2022-11-03,Terigu,10000
6311,2022-11-03,Ubi Jalar,5000
6312,2022-11-03,Bawang Putih Bonggol,18000
6313,2022-11-03,Cabe Rawit Merah,35000
6314,2022-11-03,Beras premium,10500
6315,2022-11-03,Minyak Goreng Curah,13000
6316,2022-10-27,Beras Medium,9500
6317,2022-10-27,Beras Termurah,9000
6318,2022-10-27,Gula Pasir Konsumsi,13000
6319,2022-10-27,Minyak Goreng Kemasan,13500
6320,2022-10-27,Daging Ayam Ras,32000
6321,2022-10-27,Telur Ayam Ras,26000
6322,2022-10-27,Daging Sapi Murni,130000
6323,2022-10-27,Bawang Merah,26000
6324,2022-10-27,Cabe Merah Keriting,30000
6325,2022-10-27,Cabe Merah Besar,30000
6326,2022-10-27,Jagung Pipilan Kering,7000
6327,2022-10-27,Kedelai Biji Kering (Impor),13500
6328,2022-10-27,Bawang Putih Kating,23000
6329,2022-10-27,Terigu,10000
6330,2022-10-27,Ubi Jalar,5000
6331,2022-10-27,Bawang Putih Bonggol,18000
6332,2022-10-27,Cabe Rawit Merah,35000
6333,2022-10-27,Beras premium,10500
6334,2022-10-27,Minyak Goreng Curah,13000
6335,2022-10-24,Beras Medium,9500
6336,2022-10-24,Beras Termurah,9000
6337,2022-10-24,Gula Pasir Konsumsi,13000
6338,2022-10-24,Minyak Goreng Kemasan,14000
6339,2022-10-24,Daging Ayam Ras,31000
6340,2022-10-24,Telur Ayam Ras,26000
6341,2022-10-24,Daging Sapi Murni,130000
6342,2022-10-24,Bawang Merah,23000
6343,2022-10-24,Cabe Merah Keriting,30000
6344,2022-10-24,Cabe Merah Besar,30000
6345,2022-10-24,Jagung Pipilan Kering,7000
6346,2022-10-24,Kedelai Biji Kering (Impor),13500
6347,2022-10-24,Bawang Putih Kating,23000
6348,2022-10-24,Terigu,10000
6349,2022-10-24,Ubi Jalar,5000
6350,2022-10-24,Bawang Putih Bonggol,20000
6351,2022-10-24,Cabe Rawit Merah,30000
6352,2022-10-24,Beras premium,10500
6353,2022-10-24,Minyak Goreng Curah,13000
6354,2022-10-20,Beras Medium,9500
6355,2022-10-20,Beras Termurah,9000
6356,2022-10-20,Gula Pasir Konsumsi,13000
6357,2022-10-20,Minyak Goreng Kemasan,14000
6358,2022-10-20,Daging Ayam Ras,31000
6359,2022-10-20,Telur Ayam Ras,26000
6360,2022-10-20,Daging Sapi Murni,130000
6361,2022-10-20,Bawang Merah,23000
6362,2022-10-20,Cabe Merah Keriting,24000
6363,2022-10-20,Cabe Merah Besar,25000
6364,2022-10-20,Jagung Pipilan Kering,7000
6365,2022-10-20,Kedelai Biji Kering (Impor),13500
6366,2022-10-20,Bawang Putih Kating,23000
